dt,zo,zd,h,n,days,rate_per_hour
mon_wed,0,0,0,1596,24,66.5
mon_wed,0,0,1,1017,24,42.375
mon_wed,0,0,2,643,24,26.791667
mon_wed,0,0,3,398,24,16.583333
mon_wed,0,0,4,478,24,19.916667
mon_wed,0,0,5,846,24,35.25
mon_wed,0,0,6,1755,24,73.125
mon_wed,0,0,7,3269,24,136.208333
mon_wed,0,0,8,3956,24,164.833333
mon_wed,0,0,9,2888,24,120.333333
mon_wed,0,0,10,2103,24,87.625
mon_wed,0,0,11,2223,24,92.625
mon_wed,0,0,12,2232,24,93.0
mon_wed,0,0,13,2415,24,100.625
mon_wed,0,0,14,3066,24,127.75
mon_wed,0,0,15,3230,24,134.583333
mon_wed,0,0,16,3379,24,140.791667
mon_wed,0,0,17,3646,24,151.916667
mon_wed,0,0,18,3143,24,130.958333
mon_wed,0,0,19,2513,24,104.708333
mon_wed,0,0,20,2370,24,98.75
mon_wed,0,0,21,2209,24,92.041667
mon_wed,0,0,22,2131,24,88.791667
mon_wed,0,0,23,2181,24,90.875
mon_wed,0,1,0,698,24,29.083333
mon_wed,0,1,1,471,24,19.625
mon_wed,0,1,2,286,24,11.916667
mon_wed,0,1,3,205,24,8.541667
mon_wed,0,1,4,254,24,10.583333
mon_wed,0,1,5,271,24,11.291667
mon_wed,0,1,6,721,24,30.041667
mon_wed,0,1,7,1264,24,52.666667
mon_wed,0,1,8,1499,24,62.458333
mon_wed,0,1,9,1211,24,50.458333
mon_wed,0,1,10,889,24,37.041667
mon_wed,0,1,11,905,24,37.708333
mon_wed,0,1,12,798,24,33.25
mon_wed,0,1,13,821,24,34.208333
mon_wed,0,1,14,975,24,40.625
mon_wed,0,1,15,944,24,39.333333
mon_wed,0,1,16,1030,24,42.916667
mon_wed,0,1,17,1088,24,45.333333
mon_wed,0,1,18,1036,24,43.166667
mon_wed,0,1,19,973,24,40.541667
mon_wed,0,1,20,903,24,37.625
mon_wed,0,1,21,946,24,39.416667
mon_wed,0,1,22,988,24,41.166667
mon_wed,0,1,23,979,24,40.791667
mon_wed,0,2,0,1482,24,61.75
mon_wed,0,2,1,967,24,40.291667
mon_wed,0,2,2,611,24,25.458333
mon_wed,0,2,3,571,24,23.791667
mon_wed,0,2,4,558,24,23.25
mon_wed,0,2,5,810,24,33.75
mon_wed,0,2,6,1201,24,50.041667
mon_wed,0,2,7,1894,24,78.916667
mon_wed,0,2,8,2558,24,106.583333
mon_wed,0,2,9,1914,24,79.75
mon_wed,0,2,10,1588,24,66.166667
mon_wed,0,2,11,1702,24,70.916667
mon_wed,0,2,12,1732,24,72.166667
mon_wed,0,2,13,2004,24,83.5
mon_wed,0,2,14,2221,24,92.541667
mon_wed,0,2,15,2489,24,103.708333
mon_wed,0,2,16,2675,24,111.458333
mon_wed,0,2,17,2587,24,107.791667
mon_wed,0,2,18,2273,24,94.708333
mon_wed,0,2,19,2074,24,86.416667
mon_wed,0,2,20,1851,24,77.125
mon_wed,0,2,21,1752,24,73.0
mon_wed,0,2,22,1657,24,69.041667
mon_wed,0,2,23,1865,24,77.708333
mon_wed,0,3,0,495,24,20.625
mon_wed,0,3,1,313,24,13.041667
mon_wed,0,3,2,234,24,9.75
mon_wed,0,3,3,122,24,5.083333
mon_wed,0,3,4,117,24,4.875
mon_wed,0,3,5,208,24,8.666667
mon_wed,0,3,6,391,24,16.291667
mon_wed,0,3,7,690,24,28.75
mon_wed,0,3,8,857,24,35.708333
mon_wed,0,3,9,866,24,36.083333
mon_wed,0,3,10,731,24,30.458333
mon_wed,0,3,11,592,24,24.666667
mon_wed,0,3,12,659,24,27.458333
mon_wed,0,3,13,684,24,28.5
mon_wed,0,3,14,770,24,32.083333
mon_wed,0,3,15,850,24,35.416667
mon_wed,0,3,16,898,24,37.416667
mon_wed,0,3,17,1055,24,43.958333
mon_wed,0,3,18,920,24,38.333333
mon_wed,0,3,19,915,24,38.125
mon_wed,0,3,20,764,24,31.833333
mon_wed,0,3,21,734,24,30.583333
mon_wed,0,3,22,694,24,28.916667
mon_wed,0,3,23,667,24,27.791667
mon_wed,0,4,0,23,24,0.958333
mon_wed,0,4,1,15,24,0.625
mon_wed,0,4,2,12,24,0.5
mon_wed,0,4,3,15,24,0.625
mon_wed,0,4,4,26,24,1.083333
mon_wed,0,4,5,17,24,0.708333
mon_wed,0,4,6,50,24,2.083333
mon_wed,0,4,7,86,24,3.583333
mon_wed,0,4,8,119,24,4.958333
mon_wed,0,4,9,116,24,4.833333
mon_wed,0,4,10,82,24,3.416667
mon_wed,0,4,11,60,24,2.5
mon_wed,0,4,12,74,24,3.083333
mon_wed,0,4,13,52,24,2.166667
mon_wed,0,4,14,50,24,2.083333
mon_wed,0,4,15,58,24,2.416667
mon_wed,0,4,16,86,24,3.583333
mon_wed,0,4,17,44,24,1.833333
mon_wed,0,4,18,48,24,2.0
mon_wed,0,4,19,59,24,2.458333
mon_wed,0,4,20,53,24,2.208333
mon_wed,0,4,21,41,24,1.708333
mon_wed,0,4,22,39,24,1.625
mon_wed,0,4,23,25,24,1.041667
mon_wed,0,5,0,54,24,2.25
mon_wed,0,5,1,20,24,0.833333
mon_wed,0,5,2,17,24,0.708333
mon_wed,0,5,3,25,24,1.041667
mon_wed,0,5,4,54,24,2.25
mon_wed,0,5,5,209,24,8.708333
mon_wed,0,5,6,185,24,7.708333
mon_wed,0,5,7,207,24,8.625
mon_wed,0,5,8,249,24,10.375
mon_wed,0,5,9,266,24,11.083333
mon_wed,0,5,10,236,24,9.833333
mon_wed,0,5,11,204,24,8.5
mon_wed,0,5,12,174,24,7.25
mon_wed,0,5,13,192,24,8.0
mon_wed,0,5,14,152,24,6.333333
mon_wed,0,5,15,123,24,5.125
mon_wed,0,5,16,127,24,5.291667
mon_wed,0,5,17,109,24,4.541667
mon_wed,0,5,18,106,24,4.416667
mon_wed,0,5,19,84,24,3.5
mon_wed,0,5,20,85,24,3.541667
mon_wed,0,5,21,93,24,3.875
mon_wed,0,5,22,107,24,4.458333
mon_wed,0,5,23,80,24,3.333333
mon_wed,0,6,0,53,24,2.208333
mon_wed,0,6,1,35,24,1.458333
mon_wed,0,6,2,17,24,0.708333
mon_wed,0,6,3,41,24,1.708333
mon_wed,0,6,4,27,24,1.125
mon_wed,0,6,5,110,24,4.583333
mon_wed,0,6,6,164,24,6.833333
mon_wed,0,6,7,210,24,8.75
mon_wed,0,6,8,257,24,10.708333
mon_wed,0,6,9,179,24,7.458333
mon_wed,0,6,10,159,24,6.625
mon_wed,0,6,11,108,24,4.5
mon_wed,0,6,12,134,24,5.583333
mon_wed,0,6,13,127,24,5.291667
mon_wed,0,6,14,118,24,4.916667
mon_wed,0,6,15,116,24,4.833333
mon_wed,0,6,16,88,24,3.666667
mon_wed,0,6,17,87,24,3.625
mon_wed,0,6,18,121,24,5.041667
mon_wed,0,6,19,125,24,5.208333
mon_wed,0,6,20,72,24,3.0
mon_wed,0,6,21,73,24,3.041667
mon_wed,0,6,22,80,24,3.333333
mon_wed,0,6,23,105,24,4.375
mon_wed,0,7,0,14,24,0.583333
mon_wed,0,7,1,8,24,0.333333
mon_wed,0,7,2,5,24,0.208333
mon_wed,0,7,3,2,24,0.083333
mon_wed,0,7,4,7,24,0.291667
mon_wed,0,7,5,20,24,0.833333
mon_wed,0,7,6,16,24,0.666667
mon_wed,0,7,7,20,24,0.833333
mon_wed,0,7,8,26,24,1.083333
mon_wed,0,7,9,26,24,1.083333
mon_wed,0,7,10,20,24,0.833333
mon_wed,0,7,11,21,24,0.875
mon_wed,0,7,12,24,24,1.0
mon_wed,0,7,13,23,24,0.958333
mon_wed,0,7,14,22,24,0.916667
mon_wed,0,7,15,15,24,0.625
mon_wed,0,7,16,12,24,0.5
mon_wed,0,7,17,8,24,0.333333
mon_wed,0,7,18,13,24,0.541667
mon_wed,0,7,19,23,24,0.958333
mon_wed,0,7,20,27,24,1.125
mon_wed,0,7,21,22,24,0.916667
mon_wed,0,7,22,39,24,1.625
mon_wed,0,7,23,21,24,0.875
mon_wed,0,8,0,77,24,3.208333
mon_wed,0,8,1,38,24,1.583333
mon_wed,0,8,2,30,24,1.25
mon_wed,0,8,3,64,24,2.666667
mon_wed,0,8,4,108,24,4.5
mon_wed,0,8,5,116,24,4.833333
mon_wed,0,8,6,120,24,5.0
mon_wed,0,8,7,132,24,5.5
mon_wed,0,8,8,179,24,7.458333
mon_wed,0,8,9,129,24,5.375
mon_wed,0,8,10,97,24,4.041667
mon_wed,0,8,11,133,24,5.541667
mon_wed,0,8,12,104,24,4.333333
mon_wed,0,8,13,88,24,3.666667
mon_wed,0,8,14,102,24,4.25
mon_wed,0,8,15,101,24,4.208333
mon_wed,0,8,16,99,24,4.125
mon_wed,0,8,17,112,24,4.666667
mon_wed,0,8,18,115,24,4.791667
mon_wed,0,8,19,122,24,5.083333
mon_wed,0,8,20,87,24,3.625
mon_wed,0,8,21,77,24,3.208333
mon_wed,0,8,22,119,24,4.958333
mon_wed,0,8,23,138,24,5.75
mon_wed,0,9,0,125,24,5.208333
mon_wed,0,9,1,69,24,2.875
mon_wed,0,9,2,47,24,1.958333
mon_wed,0,9,3,39,24,1.625
mon_wed,0,9,4,42,24,1.75
mon_wed,0,9,5,85,24,3.541667
mon_wed,0,9,6,148,24,6.166667
mon_wed,0,9,7,221,24,9.208333
mon_wed,0,9,8,242,24,10.083333
mon_wed,0,9,9,225,24,9.375
mon_wed,0,9,10,197,24,8.208333
mon_wed,0,9,11,188,24,7.833333
mon_wed,0,9,12,185,24,7.708333
mon_wed,0,9,13,192,24,8.0
mon_wed,0,9,14,222,24,9.25
mon_wed,0,9,15,193,24,8.041667
mon_wed,0,9,16,200,24,8.333333
mon_wed,0,9,17,186,24,7.75
mon_wed,0,9,18,175,24,7.291667
mon_wed,0,9,19,132,24,5.5
mon_wed,0,9,20,123,24,5.125
mon_wed,0,9,21,171,24,7.125
mon_wed,0,9,22,147,24,6.125
mon_wed,0,9,23,167,24,6.958333
mon_wed,0,10,0,20,24,0.833333
mon_wed,0,10,1,15,24,0.625
mon_wed,0,10,2,9,24,0.375
mon_wed,0,10,3,14,24,0.583333
mon_wed,0,10,4,14,24,0.583333
mon_wed,0,10,5,41,24,1.708333
mon_wed,0,10,6,44,24,1.833333
mon_wed,0,10,7,40,24,1.666667
mon_wed,0,10,8,80,24,3.333333
mon_wed,0,10,9,72,24,3.0
mon_wed,0,10,10,36,24,1.5
mon_wed,0,10,11,40,24,1.666667
mon_wed,0,10,12,35,24,1.458333
mon_wed,0,10,13,47,24,1.958333
mon_wed,0,10,14,30,24,1.25
mon_wed,0,10,15,36,24,1.5
mon_wed,0,10,16,27,24,1.125
mon_wed,0,10,17,26,24,1.083333
mon_wed,0,10,18,20,24,0.833333
mon_wed,0,10,19,25,24,1.041667
mon_wed,0,10,20,29,24,1.208333
mon_wed,0,10,21,42,24,1.75
mon_wed,0,10,22,64,24,2.666667
mon_wed,0,10,23,42,24,1.75
mon_wed,0,11,0,153,24,6.375
mon_wed,0,11,1,92,24,3.833333
mon_wed,0,11,2,50,24,2.083333
mon_wed,0,11,3,30,24,1.25
mon_wed,0,11,4,58,24,2.416667
mon_wed,0,11,5,98,24,4.083333
mon_wed,0,11,6,119,24,4.958333
mon_wed,0,11,7,196,24,8.166667
mon_wed,0,11,8,382,24,15.916667
mon_wed,0,11,9,294,24,12.25
mon_wed,0,11,10,183,24,7.625
mon_wed,0,11,11,189,24,7.875
mon_wed,0,11,12,220,24,9.166667
mon_wed,0,11,13,237,24,9.875
mon_wed,0,11,14,262,24,10.916667
mon_wed,0,11,15,278,24,11.583333
mon_wed,0,11,16,258,24,10.75
mon_wed,0,11,17,282,24,11.75
mon_wed,0,11,18,235,24,9.791667
mon_wed,0,11,19,160,24,6.666667
mon_wed,0,11,20,175,24,7.291667
mon_wed,0,11,21,157,24,6.541667
mon_wed,0,11,22,152,24,6.333333
mon_wed,0,11,23,167,24,6.958333
mon_wed,0,12,0,77,24,3.208333
mon_wed,0,12,1,58,24,2.416667
mon_wed,0,12,2,28,24,1.166667
mon_wed,0,12,3,39,24,1.625
mon_wed,0,12,4,59,24,2.458333
mon_wed,0,12,5,157,24,6.541667
mon_wed,0,12,6,203,24,8.458333
mon_wed,0,12,7,375,24,15.625
mon_wed,0,12,8,357,24,14.875
mon_wed,0,12,9,316,24,13.166667
mon_wed,0,12,10,237,24,9.875
mon_wed,0,12,11,203,24,8.458333
mon_wed,0,12,12,197,24,8.208333
mon_wed,0,12,13,193,24,8.041667
mon_wed,0,12,14,209,24,8.708333
mon_wed,0,12,15,216,24,9.0
mon_wed,0,12,16,219,24,9.125
mon_wed,0,12,17,225,24,9.375
mon_wed,0,12,18,225,24,9.375
mon_wed,0,12,19,162,24,6.75
mon_wed,0,12,20,168,24,7.0
mon_wed,0,12,21,138,24,5.75
mon_wed,0,12,22,153,24,6.375
mon_wed,0,12,23,136,24,5.666667
mon_wed,0,13,0,11,24,0.458333
mon_wed,0,13,1,4,24,0.166667
mon_wed,0,13,2,4,24,0.166667
mon_wed,0,13,3,0,24,0.0
mon_wed,0,13,4,1,24,0.041667
mon_wed,0,13,5,8,24,0.333333
mon_wed,0,13,6,21,24,0.875
mon_wed,0,13,7,42,24,1.75
mon_wed,0,13,8,43,24,1.791667
mon_wed,0,13,9,65,24,2.708333
mon_wed,0,13,10,36,24,1.5
mon_wed,0,13,11,23,24,0.958333
mon_wed,0,13,12,33,24,1.375
mon_wed,0,13,13,21,24,0.875
mon_wed,0,13,14,14,24,0.583333
mon_wed,0,13,15,15,24,0.625
mon_wed,0,13,16,12,24,0.5
mon_wed,0,13,17,20,24,0.833333
mon_wed,0,13,18,7,24,0.291667
mon_wed,0,13,19,8,24,0.333333
mon_wed,0,13,20,13,24,0.541667
mon_wed,0,13,21,18,24,0.75
mon_wed,0,13,22,14,24,0.583333
mon_wed,0,13,23,23,24,0.958333
mon_wed,0,14,0,26,24,1.083333
mon_wed,0,14,1,15,24,0.625
mon_wed,0,14,2,7,24,0.291667
mon_wed,0,14,3,38,24,1.583333
mon_wed,0,14,4,17,24,0.708333
mon_wed,0,14,5,47,24,1.958333
mon_wed,0,14,6,107,24,4.458333
mon_wed,0,14,7,72,24,3.0
mon_wed,0,14,8,80,24,3.333333
mon_wed,0,14,9,85,24,3.541667
mon_wed,0,14,10,91,24,3.791667
mon_wed,0,14,11,57,24,2.375
mon_wed,0,14,12,35,24,1.458333
mon_wed,0,14,13,66,24,2.75
mon_wed,0,14,14,54,24,2.25
mon_wed,0,14,15,40,24,1.666667
mon_wed,0,14,16,33,24,1.375
mon_wed,0,14,17,26,24,1.083333
mon_wed,0,14,18,31,24,1.291667
mon_wed,0,14,19,18,24,0.75
mon_wed,0,14,20,34,24,1.416667
mon_wed,0,14,21,26,24,1.083333
mon_wed,0,14,22,41,24,1.708333
mon_wed,0,14,23,37,24,1.541667
mon_wed,0,15,0,19,24,0.791667
mon_wed,0,15,1,20,24,0.833333
mon_wed,0,15,2,16,24,0.666667
mon_wed,0,15,3,7,24,0.291667
mon_wed,0,15,4,27,24,1.125
mon_wed,0,15,5,39,24,1.625
mon_wed,0,15,6,45,24,1.875
mon_wed,0,15,7,64,24,2.666667
mon_wed,0,15,8,57,24,2.375
mon_wed,0,15,9,58,24,2.416667
mon_wed,0,15,10,37,24,1.541667
mon_wed,0,15,11,47,24,1.958333
mon_wed,0,15,12,45,24,1.875
mon_wed,0,15,13,34,24,1.416667
mon_wed,0,15,14,44,24,1.833333
mon_wed,0,15,15,41,24,1.708333
mon_wed,0,15,16,38,24,1.583333
mon_wed,0,15,17,43,24,1.791667
mon_wed,0,15,18,50,24,2.083333
mon_wed,0,15,19,37,24,1.541667
mon_wed,0,15,20,42,24,1.75
mon_wed,0,15,21,38,24,1.583333
mon_wed,0,15,22,35,24,1.458333
mon_wed,0,15,23,30,24,1.25
mon_wed,0,16,0,0,24,0.0
mon_wed,0,16,1,1,24,0.041667
mon_wed,0,16,2,0,24,0.0
mon_wed,0,16,3,0,24,0.0
mon_wed,0,16,4,2,24,0.083333
mon_wed,0,16,5,5,24,0.208333
mon_wed,0,16,6,0,24,0.0
mon_wed,0,16,7,2,24,0.083333
mon_wed,0,16,8,0,24,0.0
mon_wed,0,16,9,2,24,0.083333
mon_wed,0,16,10,1,24,0.041667
mon_wed,0,16,11,1,24,0.041667
mon_wed,0,16,12,3,24,0.125
mon_wed,0,16,13,4,24,0.166667
mon_wed,0,16,14,1,24,0.041667
mon_wed,0,16,15,9,24,0.375
mon_wed,0,16,16,7,24,0.291667
mon_wed,0,16,17,4,24,0.166667
mon_wed,0,16,18,1,24,0.041667
mon_wed,0,16,19,0,24,0.0
mon_wed,0,16,20,0,24,0.0
mon_wed,0,16,21,0,24,0.0
mon_wed,0,16,22,0,24,0.0
mon_wed,0,16,23,0,24,0.0
mon_wed,0,17,0,705,24,29.375
mon_wed,0,17,1,429,24,17.875
mon_wed,0,17,2,272,24,11.333333
mon_wed,0,17,3,239,24,9.958333
mon_wed,0,17,4,234,24,9.75
mon_wed,0,17,5,406,24,16.916667
mon_wed,0,17,6,1137,24,47.375
mon_wed,0,17,7,1755,24,73.125
mon_wed,0,17,8,2096,24,87.333333
mon_wed,0,17,9,1533,24,63.875
mon_wed,0,17,10,1216,24,50.666667
mon_wed,0,17,11,1028,24,42.833333
mon_wed,0,17,12,1032,24,43.0
mon_wed,0,17,13,1044,24,43.5
mon_wed,0,17,14,1240,24,51.666667
mon_wed,0,17,15,1205,24,50.208333
mon_wed,0,17,16,1301,24,54.208333
mon_wed,0,17,17,1370,24,57.083333
mon_wed,0,17,18,1132,24,47.166667
mon_wed,0,17,19,1023,24,42.625
mon_wed,0,17,20,1016,24,42.333333
mon_wed,0,17,21,1036,24,43.166667
mon_wed,0,17,22,1010,24,42.083333
mon_wed,0,17,23,946,24,39.416667
mon_wed,0,18,0,35,24,1.458333
mon_wed,0,18,1,24,24,1.0
mon_wed,0,18,2,8,24,0.333333
mon_wed,0,18,3,5,24,0.208333
mon_wed,0,18,4,58,24,2.416667
mon_wed,0,18,5,39,24,1.625
mon_wed,0,18,6,75,24,3.125
mon_wed,0,18,7,78,24,3.25
mon_wed,0,18,8,53,24,2.208333
mon_wed,0,18,9,42,24,1.75
mon_wed,0,18,10,38,24,1.583333
mon_wed,0,18,11,37,24,1.541667
mon_wed,0,18,12,34,24,1.416667
mon_wed,0,18,13,36,24,1.5
mon_wed,0,18,14,39,24,1.625
mon_wed,0,18,15,45,24,1.875
mon_wed,0,18,16,55,24,2.291667
mon_wed,0,18,17,55,24,2.291667
mon_wed,0,18,18,89,24,3.708333
mon_wed,0,18,19,57,24,2.375
mon_wed,0,18,20,43,24,1.791667
mon_wed,0,18,21,58,24,2.416667
mon_wed,0,18,22,62,24,2.583333
mon_wed,0,18,23,71,24,2.958333
mon_wed,0,19,0,7,24,0.291667
mon_wed,0,19,1,6,24,0.25
mon_wed,0,19,2,3,24,0.125
mon_wed,0,19,3,1,24,0.041667
mon_wed,0,19,4,6,24,0.25
mon_wed,0,19,5,7,24,0.291667
mon_wed,0,19,6,17,24,0.708333
mon_wed,0,19,7,21,24,0.875
mon_wed,0,19,8,19,24,0.791667
mon_wed,0,19,9,24,24,1.0
mon_wed,0,19,10,33,24,1.375
mon_wed,0,19,11,21,24,0.875
mon_wed,0,19,12,18,24,0.75
mon_wed,0,19,13,26,24,1.083333
mon_wed,0,19,14,26,24,1.083333
mon_wed,0,19,15,14,24,0.583333
mon_wed,0,19,16,16,24,0.666667
mon_wed,0,19,17,19,24,0.791667
mon_wed,0,19,18,19,24,0.791667
mon_wed,0,19,19,13,24,0.541667
mon_wed,0,19,20,15,24,0.625
mon_wed,0,19,21,6,24,0.25
mon_wed,0,19,22,9,24,0.375
mon_wed,0,19,23,10,24,0.416667
mon_wed,1,0,0,981,24,40.875
mon_wed,1,0,1,649,24,27.041667
mon_wed,1,0,2,515,24,21.458333
mon_wed,1,0,3,365,24,15.208333
mon_wed,1,0,4,316,24,13.166667
mon_wed,1,0,5,350,24,14.583333
mon_wed,1,0,6,428,24,17.833333
mon_wed,1,0,7,602,24,25.083333
mon_wed,1,0,8,622,24,25.916667
mon_wed,1,0,9,600,24,25.0
mon_wed,1,0,10,600,24,25.0
mon_wed,1,0,11,664,24,27.666667
mon_wed,1,0,12,702,24,29.25
mon_wed,1,0,13,756,24,31.5
mon_wed,1,0,14,849,24,35.375
mon_wed,1,0,15,939,24,39.125
mon_wed,1,0,16,1116,24,46.5
mon_wed,1,0,17,1236,24,51.5
mon_wed,1,0,18,1141,24,47.541667
mon_wed,1,0,19,1056,24,44.0
mon_wed,1,0,20,1181,24,49.208333
mon_wed,1,0,21,1069,24,44.541667
mon_wed,1,0,22,1161,24,48.375
mon_wed,1,0,23,1194,24,49.75
mon_wed,1,1,0,5239,24,218.291667
mon_wed,1,1,1,3640,24,151.666667
mon_wed,1,1,2,2504,24,104.333333
mon_wed,1,1,3,1739,24,72.458333
mon_wed,1,1,4,1418,24,59.083333
mon_wed,1,1,5,1240,24,51.666667
mon_wed,1,1,6,1884,24,78.5
mon_wed,1,1,7,3572,24,148.833333
mon_wed,1,1,8,4464,24,186.0
mon_wed,1,1,9,4925,24,205.208333
mon_wed,1,1,10,4715,24,196.458333
mon_wed,1,1,11,4476,24,186.5
mon_wed,1,1,12,4566,24,190.25
mon_wed,1,1,13,4515,24,188.125
mon_wed,1,1,14,5091,24,212.125
mon_wed,1,1,15,5315,24,221.458333
mon_wed,1,1,16,5780,24,240.833333
mon_wed,1,1,17,6874,24,286.416667
mon_wed,1,1,18,7409,24,308.708333
mon_wed,1,1,19,7342,24,305.916667
mon_wed,1,1,20,6889,24,287.041667
mon_wed,1,1,21,6781,24,282.541667
mon_wed,1,1,22,7122,24,296.75
mon_wed,1,1,23,6633,24,276.375
mon_wed,1,2,0,421,24,17.541667
mon_wed,1,2,1,308,24,12.833333
mon_wed,1,2,2,251,24,10.458333
mon_wed,1,2,3,186,24,7.75
mon_wed,1,2,4,137,24,5.708333
mon_wed,1,2,5,157,24,6.541667
mon_wed,1,2,6,244,24,10.166667
mon_wed,1,2,7,293,24,12.208333
mon_wed,1,2,8,412,24,17.166667
mon_wed,1,2,9,329,24,13.708333
mon_wed,1,2,10,273,24,11.375
mon_wed,1,2,11,305,24,12.708333
mon_wed,1,2,12,284,24,11.833333
mon_wed,1,2,13,372,24,15.5
mon_wed,1,2,14,327,24,13.625
mon_wed,1,2,15,436,24,18.166667
mon_wed,1,2,16,410,24,17.083333
mon_wed,1,2,17,505,24,21.041667
mon_wed,1,2,18,469,24,19.541667
mon_wed,1,2,19,465,24,19.375
mon_wed,1,2,20,414,24,17.25
mon_wed,1,2,21,404,24,16.833333
mon_wed,1,2,22,502,24,20.916667
mon_wed,1,2,23,522,24,21.75
mon_wed,1,3,0,362,24,15.083333
mon_wed,1,3,1,228,24,9.5
mon_wed,1,3,2,189,24,7.875
mon_wed,1,3,3,119,24,4.958333
mon_wed,1,3,4,74,24,3.083333
mon_wed,1,3,5,97,24,4.041667
mon_wed,1,3,6,149,24,6.208333
mon_wed,1,3,7,267,24,11.125
mon_wed,1,3,8,205,24,8.541667
mon_wed,1,3,9,244,24,10.166667
mon_wed,1,3,10,207,24,8.625
mon_wed,1,3,11,248,24,10.333333
mon_wed,1,3,12,237,24,9.875
mon_wed,1,3,13,258,24,10.75
mon_wed,1,3,14,299,24,12.458333
mon_wed,1,3,15,322,24,13.416667
mon_wed,1,3,16,335,24,13.958333
mon_wed,1,3,17,379,24,15.791667
mon_wed,1,3,18,390,24,16.25
mon_wed,1,3,19,394,24,16.416667
mon_wed,1,3,20,365,24,15.208333
mon_wed,1,3,21,378,24,15.75
mon_wed,1,3,22,359,24,14.958333
mon_wed,1,3,23,424,24,17.666667
mon_wed,1,4,0,40,24,1.666667
mon_wed,1,4,1,28,24,1.166667
mon_wed,1,4,2,17,24,0.708333
mon_wed,1,4,3,25,24,1.041667
mon_wed,1,4,4,14,24,0.583333
mon_wed,1,4,5,15,24,0.625
mon_wed,1,4,6,26,24,1.083333
mon_wed,1,4,7,39,24,1.625
mon_wed,1,4,8,54,24,2.25
mon_wed,1,4,9,78,24,3.25
mon_wed,1,4,10,71,24,2.958333
mon_wed,1,4,11,66,24,2.75
mon_wed,1,4,12,60,24,2.5
mon_wed,1,4,13,50,24,2.083333
mon_wed,1,4,14,36,24,1.5
mon_wed,1,4,15,43,24,1.791667
mon_wed,1,4,16,46,24,1.916667
mon_wed,1,4,17,48,24,2.0
mon_wed,1,4,18,48,24,2.0
mon_wed,1,4,19,55,24,2.291667
mon_wed,1,4,20,46,24,1.916667
mon_wed,1,4,21,43,24,1.791667
mon_wed,1,4,22,60,24,2.5
mon_wed,1,4,23,47,24,1.958333
mon_wed,1,5,0,326,24,13.583333
mon_wed,1,5,1,172,24,7.166667
mon_wed,1,5,2,133,24,5.541667
mon_wed,1,5,3,138,24,5.75
mon_wed,1,5,4,214,24,8.916667
mon_wed,1,5,5,332,24,13.833333
mon_wed,1,5,6,510,24,21.25
mon_wed,1,5,7,782,24,32.583333
mon_wed,1,5,8,996,24,41.5
mon_wed,1,5,9,1073,24,44.708333
mon_wed,1,5,10,764,24,31.833333
mon_wed,1,5,11,703,24,29.291667
mon_wed,1,5,12,696,24,29.0
mon_wed,1,5,13,716,24,29.833333
mon_wed,1,5,14,729,24,30.375
mon_wed,1,5,15,636,24,26.5
mon_wed,1,5,16,640,24,26.666667
mon_wed,1,5,17,772,24,32.166667
mon_wed,1,5,18,743,24,30.958333
mon_wed,1,5,19,619,24,25.791667
mon_wed,1,5,20,596,24,24.833333
mon_wed,1,5,21,551,24,22.958333
mon_wed,1,5,22,608,24,25.333333
mon_wed,1,5,23,464,24,19.333333
mon_wed,1,6,0,292,24,12.166667
mon_wed,1,6,1,175,24,7.291667
mon_wed,1,6,2,139,24,5.791667
mon_wed,1,6,3,116,24,4.833333
mon_wed,1,6,4,98,24,4.083333
mon_wed,1,6,5,133,24,5.541667
mon_wed,1,6,6,289,24,12.041667
mon_wed,1,6,7,480,24,20.0
mon_wed,1,6,8,450,24,18.75
mon_wed,1,6,9,517,24,21.541667
mon_wed,1,6,10,401,24,16.708333
mon_wed,1,6,11,375,24,15.625
mon_wed,1,6,12,407,24,16.958333
mon_wed,1,6,13,380,24,15.833333
mon_wed,1,6,14,437,24,18.208333
mon_wed,1,6,15,375,24,15.625
mon_wed,1,6,16,350,24,14.583333
mon_wed,1,6,17,557,24,23.208333
mon_wed,1,6,18,759,24,31.625
mon_wed,1,6,19,558,24,23.25
mon_wed,1,6,20,419,24,17.458333
mon_wed,1,6,21,454,24,18.916667
mon_wed,1,6,22,513,24,21.375
mon_wed,1,6,23,471,24,19.625
mon_wed,1,7,0,32,24,1.333333
mon_wed,1,7,1,12,24,0.5
mon_wed,1,7,2,20,24,0.833333
mon_wed,1,7,3,14,24,0.583333
mon_wed,1,7,4,7,24,0.291667
mon_wed,1,7,5,10,24,0.416667
mon_wed,1,7,6,22,24,0.916667
mon_wed,1,7,7,14,24,0.583333
mon_wed,1,7,8,15,24,0.625
mon_wed,1,7,9,24,24,1.0
mon_wed,1,7,10,30,24,1.25
mon_wed,1,7,11,29,24,1.208333
mon_wed,1,7,12,21,24,0.875
mon_wed,1,7,13,34,24,1.416667
mon_wed,1,7,14,24,24,1.0
mon_wed,1,7,15,23,24,0.958333
mon_wed,1,7,16,23,24,0.958333
mon_wed,1,7,17,16,24,0.666667
mon_wed,1,7,18,18,24,0.75
mon_wed,1,7,19,18,24,0.75
mon_wed,1,7,20,31,24,1.291667
mon_wed,1,7,21,45,24,1.875
mon_wed,1,7,22,38,24,1.583333
mon_wed,1,7,23,33,24,1.375
